spin,company_name,status,phone,mailing_address,mailing_city,mailing_state,mailing_zip,physical_address,physical_city,physical_state,physical_zip,last_updated
143011008,"Internet Management Services, Inc.",Active,936-336-8540,1421 North Main,Liberty,TX,77575,1421 North Main,Liberty,TX,77575,2024-06-28T04:40:00.000
143011009,"Datatone Communications, Inc.",Closed,516-227-6666,585 Stewart Ave.,Garden City,NY,11530,585 Stewart Ave.,Garden City,NY,11530,2024-06-28T04:40:00.000
143011013,NetStar Internet,Closed,712-262-3077,520 North Grand Ave.,Spencer,IA,51301,520 North Grand Ave.,Spencer,IA,51301,2024-06-28T04:40:00.000
143011014,"Buddy Benefield Construction Co., Inc.",Closed,770-748-8160,P.O. Box 839,Cedartown,GA,30125,P.O. Box 839,Cedartown,GA,30125,2024-06-28T04:40:00.000
143011016,RMC Computer Consultants Inc.,Closed,318-255-2555,823 W. California Avenue,Ruston,LA,71270,823 W. California Avenue,Ruston,LA,71270,2024-06-28T04:40:00.000
143011017,"ISDI Technologies, Inc.",Closed,808-944-8742,1600 Kapiolani Blvd.,Honolulu,HI,96814,1600 Kapiolani Blvd.,Honolulu,HI,96814,2024-06-28T04:40:00.000
143011019,"Chester, Incorporated",Active,219-464-9999,555 Eastport Centre Drive,Valparaiso,IN,46383,555 Eastport Centre Drive,Valparaiso,IN,46383,2024-06-28T04:40:00.000
143011020,Greenwood's Computers,Active,580-252-7196,829 W. Main St.,Duncan,OK,73533,829 W. Main St.,Duncan,OK,73533,2024-06-28T04:40:00.000
143011022,H & H Business Machines,Closed,870-763-1891,218 West Ash,Blytheville,AR,72315,218 West Ash,Blytheville,AR,72315,2024-06-28T04:40:00.000
143011023,"Carroll-Net, Inc.",Closed,201-488-1332,34 W. Fort Lee Rd.,Bogota,NJ,07603,34 W. Fort Lee Rd.,Bogota,NJ,07603,2024-06-28T04:41:00.000
143011024,"Hasty's Communication and Electronic, Inc.",Closed,912-382-3913,P.O. Box 870,Tifton,GA,31793,P.O. Box 870,Tifton,GA,31793,2024-06-28T04:41:00.000
143011026,"SaleTronics, Inc.",Closed,407-957-3449,109 E. 17th Street,Saint Cloud,FL,34769,109 E. 17th Street,Saint Cloud,FL,34769,2024-06-28T04:41:00.000
143011028,"Georgia Business Net, Inc",Active,706-823-2115,118 Commercial Blvd Suite B,Martinez,GA,30907,118 Commercial Blvd Suite B,Martinez,GA,30907,2020-01-17T11:43:00.000
143011031,Kredit Electric,Closed,406-282-7002,6660 Churchill Rd,Manhattan,MT,59741,6660 Churchill Rd,Manhattan,MT,59741,2024-06-28T04:41:00.000
143011032,"Helix Technologies, Inc.",Active,812-936-2525,8498 Main Street,French Lick,IN,47432,8498 Main Street,French Lick,IN,47432,2024-06-28T04:41:00.000
143011033,Norcom Inc,Closed,205-592-3923,4136 Cliff Road,Birmingham,AL,35222,4136 Cliff Road,Birmingham,AL,35222,2024-06-28T04:41:00.000
143011034,United Incorporated,Closed,812-936-4504,8498 West Main Street,French Lick,IN,47432,8498 West Main Street,French Lick,IN,47432,2024-06-28T04:41:00.000
143011035,Kirk Communications,Closed,207-948-2883,RR1,Troy,ME,04987,RR1,Troy,ME,04987,2024-06-28T04:41:00.000
143011037,"PairGain Technologies, Inc.",Closed,800-370-9670,14402 Franklin Ave.,Tustin,CA,92780,14402 Franklin Ave.,Tustin,CA,92780,2024-06-28T04:41:00.000
143011038,"Lightyear Telecommunications, LLC",Closed,502-244-6666,1901 Eastpoint Parkway,Louisville,KY,40233,1901 Eastpoint Parkway,Louisville,KY,40233,2024-06-28T04:41:00.000
143011039,Cannon Communications Corporation,Active,218-346-8853,150 2nd St SW,Perham,MN,56573,150 2nd St SW,Perham,MN,56573,2024-06-28T04:41:00.000
143011040,"Robin Media Group, Inc.",Closed,314-543-2406,12405 Powerscourt Drive,Saint Louis,MO,63131,12405 Powerscourt Drive,Saint Louis,MO,63131,2024-06-28T04:41:00.000
143011042,Board Of Regents,Closed,706-583-2005,2500 Daniells Bridge Road,Athens,GA,30606,2500 Daniells Bridge Road,Athens,GA,30606,2024-06-28T04:41:00.000
143011043,Global Combine Technologies Ice,Closed,405-552-2506,100 Park Ave.,Oklahoma City,OK,73102,100 Park Ave.,Oklahoma City,OK,73102,2024-06-28T04:41:00.000
143011045,"Celina Electronics, Inc.",Closed,419-586-6333,922 N. Main,Celina,OH,45822,922 N. Main,Celina,OH,45822,2024-06-28T04:41:00.000
143011046,St Bernard Software,Closed,619-676-2277,P.O. Box 28605,San Diego,CA,92198,P.O. Box 28605,San Diego,CA,92198,2024-06-28T04:42:00.000
143011049,"Sanger Associates, Inc.",Closed,818-989-4911,15204 Stagg Street,Van Nuys,CA,91405,15204 Stagg Street,Van Nuys,CA,91405,2024-06-28T04:42:00.000
143011053,"Graybar Electric Company, Inc",Closed,207-773-1766,P.O. Box 960,Portland,ME,04104,P.O. Box 960,Portland,ME,04104,2024-06-28T04:42:00.000
143011054,VIA Technology,Active,210-227-7726,906 Fredericksburg Rd,San Antonio,TX,78201,906 Fredericksburg Rd,San Antonio,TX,78201,2024-06-28T04:42:00.000
143011055,"Semans Communications, Inc",Closed,650-591-1481,"1300 Industrial Rd,",San Carlos,CA,94070,"1300 Industrial Rd,",San Carlos,CA,94070,2024-06-28T04:42:00.000
143011059,Advanced Broadband Solutions Inc,Closed,301-610-9550,932 Hungerford Drive,Rockville,MD,20850,932 Hungerford Drive,Rockville,MD,20850,2024-06-28T04:42:00.000
143011060,Mission Communications,Closed,210-736-3635,1523 North Colorado Street,San Antonio,TX,78207,1523 North Colorado Street,San Antonio,TX,78207,2024-06-28T04:42:00.000
143011064,Paricom,Closed,712-328-3233,300 W Broadway Suite 105,Council Bluffs,IA,51503,300 W Broadway Suite 105,Council Bluffs,IA,51503,2024-06-28T04:42:00.000
143011065,Networx Internet Services Inc,Closed,978-462-4000,50 Water Street,Newburyport,MA,01950,50 Water Street,Newburyport,MA,01950,2024-06-28T04:42:00.000
143011066,"Progressive Concepts, Inc.",Active,903-595-1925,5718 Airport Freeway,Fort Worth,TX,76117,5718 Airport Freeway,Fort Worth,TX,76117,2024-06-28T04:43:00.000
143011067,Jacobs Technology,Active,401-683-5701,207 Highpoint Avenue,Portsmouth,RI,02871,207 Highpoint Avenue,Portsmouth,RI,02871,2024-06-28T04:43:00.000
143011068,Electronic City,Closed,941-465-6969,P.O. Box 1607,Lake Placid,FL,33852,P.O. Box 1607,Lake Placid,FL,33852,2024-06-28T04:43:00.000
143011069,Alabama Business Communications Inc,Closed,205-870-8919,P.O. Box 531132,Birmingham,AL,35253,P.O. Box 531132,Birmingham,AL,35253,2024-06-28T04:43:00.000
143011071,Robinson Construction Co.,Closed,503-645-8531,21360 N.W. Amberwood Drive,Hillsboro,OR,97124,21360 N.W. Amberwood Drive,Hillsboro,OR,97124,2024-06-28T04:43:00.000
143011075,"Satellite Cable Services, Inc.",Closed,605-854-9133,113 2nd Street SE,De Smet,SD,57231,113 2nd Street SE,De Smet,SD,57231,2024-06-28T04:43:00.000
143011076,Cornerstone Technology,Closed,317-636-7355,5372 Primrose,Indianapolis,IN,46220,5372 Primrose,Indianapolis,IN,46220,2024-06-28T04:43:00.000
143011077,SoftNet Business Solutions,Closed,414-760-6404,3720 North 124th St.,Wauwatosa,WI,53222,3720 North 124th St.,Wauwatosa,WI,53222,2024-06-28T04:43:00.000
143011078,HCC Co. Inc. dba High Country Computers,Closed,406-322-1126,P.O. Box 1044,Columbus,MT,59019,P.O. Box 1044,Columbus,MT,59019,2024-06-28T04:43:00.000
143011079,"Stauffer & Co, LLC",Closed,219-534-8000,P.O. Box 135,Goshen,IN,46527,P.O. Box 135,Goshen,IN,46527,2024-06-28T04:43:00.000
143011084,"East Harding, Inc.",Closed,501-868-4316,P.O. Box 251556,Little Rock,AR,72225,P.O. Box 251556,Little Rock,AR,72225,2024-06-28T04:43:00.000
143011087,Stan Vierra Electric,Closed,209-582-8693,12883 6th Avenue,Hanford,CA,93230,12883 6th Avenue,Hanford,CA,93230,2024-06-28T04:44:00.000
143011088,Wcs-Net.com,Closed,217-589-4100,145 W. Palm,Roodhouse,IL,62082,145 W. Palm,Roodhouse,IL,62082,2024-06-28T04:44:00.000
143011089,"N.E.T. Systems, Inc.",Closed,870-762-1332,P.O. Box 525,Blytheville,AR,72315,P.O. Box 525,Blytheville,AR,72315,2024-06-28T04:44:00.000
143011090,"Utility Services Associates Construction Company, Inc.",Closed,405-524-7788,2301 W.I-44 Service Road,Oklahoma City,OK,73112,2301 W.I-44 Service Road,Oklahoma City,OK,73112,2024-06-28T04:44:00.000
143011092,"Verio  fka Computer Services Group, Inc.dba Digital Nation",Closed,214-678-5730,8700 Stemmons Freeway,Dallas,TX,75247,8700 Stemmons Freeway,Dallas,TX,75247,2024-06-28T04:44:00.000
143011093,C&B Pro Serv,Closed,616-729-5052,1210 V Drive South,Athens,MI,49011,1210 V Drive South,Athens,MI,49011,2024-06-28T04:44:00.000
143011094,"Dan Spangler Software, LLC",Closed,920-674-6833,824 W. Racine Street,Jefferson,WI,53549,824 W. Racine Street,Jefferson,WI,53549,2024-06-28T04:44:00.000
143011100,Gorge Networks,Active,541-386-8300,"616 industrial St., Ste 401",Hood River,OR,97031,"616 industrial St., Ste 401",Hood River,OR,97031,2022-04-01T12:44:00.000
143011102,"CSI Computer Specialists, Inc.",Closed,800-505-4365,904 Wind River Lane,Gaithersburg,MD,20878,904 Wind River Lane,Gaithersburg,MD,20878,2024-06-28T04:44:00.000
143011106,"SPSInet, LLC",Closed,414-302-2929,530 No. 108th Place,Wauwatosa,WI,53226,530 No. 108th Place,Wauwatosa,WI,53226,2024-06-28T04:44:00.000
143011107,Uptech 26 Inc. DBA Uptech Computer,Closed,941-924-3822,4944 S. Tamiami Trail,Sarasota,FL,34231,4944 S. Tamiami Trail,Sarasota,FL,34231,2024-06-28T04:44:00.000
143011108,"Babbage-Simmel & Associates, Inc",Closed,614-764-8777,5131 Post Road,Dublin,OH,43017,5131 Post Road,Dublin,OH,43017,2024-06-28T04:44:00.000
143011113,Data Network Solutions,Closed,513-979-7474,5301 Lester Avenue,Cincinnati,OH,45213,5301 Lester Avenue,Cincinnati,OH,45213,2024-06-28T04:45:00.000
143011115,Birch Tree Technologies,Closed,516-249-1468,219 Sullivan Ave,Farmingdale,NY,11735,219 Sullivan Ave,Farmingdale,NY,11735,2024-06-28T04:45:00.000
143011116,The CyberSpace Frontier,Closed,716-253-1375,97 Eastern Blvd.,Canandaigua,NY,14424,97 Eastern Blvd.,Canandaigua,NY,14424,2024-06-28T04:45:00.000
143011117,Anderson Business Equipment Inc,Closed,660-646-3644,P.O. Box 1013,Chilicothe,MO,64601,P.O. Box 1013,Chilicothe,MO,64601,2024-06-28T04:45:00.000
143011119,Skagit On Line Services Inc.,Closed,360-428-0442,2222 Riverside Drive,Mount Vernon,WA,98273,2222 Riverside Drive,Mount Vernon,WA,98273,2024-06-28T04:45:00.000
143011120,Ace Electric & Communications,Closed,307-674-6846,125 North Sheridan Ave,Sheridan,WY,82801,125 North Sheridan Ave,Sheridan,WY,82801,2024-06-28T04:45:00.000
143011121,"Corporate Computer Solutions, Inc.",Closed,914-835-1105,55 Halstead Avenue,Harrison,NY,10528,55 Halstead Avenue,Harrison,NY,10528,2024-06-28T04:45:00.000
143011122,"InfoSystems, Inc",Closed,208-232-6860,P.O. Box 6217,Pocatello,ID,83205,P.O. Box 6217,Pocatello,ID,83205,2024-06-28T04:45:00.000
143011124,"Dataday Computer Solutions (Dataday Automated Services, Inc)",Closed,208-265-5008,1067 Baldy Park Avenue,Sandpoint,ID,83864,1067 Baldy Park Avenue,Sandpoint,ID,83864,2024-06-28T04:45:00.000
143011125,"Inter-Tel Technologies,Inc",Closed,614-365-3339,390 Dublin Avenue,Columbus,OH,43215,390 Dublin Avenue,Columbus,OH,43215,2024-06-28T04:45:00.000
143011126,"Internet Partners of America, LLC",Closed,501-785-0300,310 Lexington Ave.,Fort Smith,AR,72901,310 Lexington Ave.,Fort Smith,AR,72901,2024-06-28T04:45:00.000
143011130,"West-Tel, Inc.",Closed,713-523-5654,2208 Riverside Drive,Houston,TX,77004,2208 Riverside Drive,Houston,TX,77004,2024-06-28T04:46:00.000
143011131,"K S Telecom, Inc.",Active,916-652-4735,2350 Humphrey Rd,Penryn,CA,95663,2350 Humphrey Rd,Penryn,CA,95663,2026-02-20T08:01:00.000
143011134,NevTec,Closed,408-266-2986,1418 Helmond Lane,San Jose,CA,95118,1418 Helmond Lane,San Jose,CA,95118,2024-06-28T04:46:00.000
143011135,Cobex International,Closed,340-776-4800,P.O. Box 1678,St. Thomas,VI,00804,P.O. Box 1678,St. Thomas,VI,00804,2024-06-28T04:46:00.000
143011138,"Eastlight, L.C.",Active,641-469-6220,907 W Burlington,Fairfield,IA,52556,907 W Burlington,Fairfield,IA,52556,2021-03-30T07:01:00.000
143011140,"AT&T dba Teleport Communications Group, Inc-TCG",Active,877--27-2544,55 Corporate Drive,Bridgewater,NJ,08807,55 Corporate Drive,Bridgewater,NJ,08807,2015-06-23T10:37:00.000
143011141,Future Protocol Inc,Closed,512-833-0001,400 E. Anderson Ln.,Austin,TX,78752,400 E. Anderson Ln.,Austin,TX,78752,2024-06-28T04:46:00.000
143011142,"Cornerstone Information Systems, Inc.",Active,270-885-9011,800 South Main St.,Hopkinsville,KY,42240,800 South Main St.,Hopkinsville,KY,42240,2024-06-06T19:30:00.000
143011143,Dopar Support Systems,Closed,313-871-0900,3011 W. Grand Blvd. Ste. 322,Detroit,MI,48202,3011 W. Grand Blvd. Ste. 322,Detroit,MI,48202,2024-06-28T04:46:00.000
143011144,Phone Tech Inc,Closed,541-744-8000,85153 Kensington Drive,Pleasant Hill,OR,97455,85153 Kensington Drive,Pleasant Hill,OR,97455,2024-06-28T04:46:00.000
143011147,Micrologic Business Systems of Kansas City,Closed,816-358-4270,17601 E. 40 Highway,Independence,MO,64055,17601 E. 40 Highway,Independence,MO,64055,2024-06-28T04:46:00.000
143011149,Semaphore Corporation,Active,206--44-0651,Ste. 400,Seattle,WA,98121,Ste. 400,Seattle,WA,98121,2015-06-23T10:37:00.000
143011150,"Dobson Cellular Systems, Inc.",Closed,678-893-1200,14201 Wireless Way,Oklahoma City,OK,73134,14201 Wireless Way,Oklahoma City,OK,73134,2024-06-28T04:46:00.000
143011151,"Computer Tech Enterprises, Inc.",Closed,334-277-9004,5510 Wares Ferry Rd.,Montgomery,AL,36117,5510 Wares Ferry Rd.,Montgomery,AL,36117,2024-06-28T04:46:00.000
143011152,Sirsi Corporation,Closed,256-704-7000,101 Washington St. SE,Huntsville,AL,35801,101 Washington St. SE,Huntsville,AL,35801,2024-06-28T04:47:00.000
143011157,"ANCHA Electronics, Inc.",Closed,214-348-9000,11448 Pagemill Road,Dallas,TX,75243,11448 Pagemill Road,Dallas,TX,75243,2024-06-28T04:47:00.000
143011159,"Ficek Electric & Communication Systems, Inc.",Active,815-223-2775,12 Gunia Drive,La Salle,IL,61301,12 Gunia Drive,La Salle,IL,61301,2024-06-28T04:47:00.000
143011160,"Bayou Internet,Inc.",Active,985-281-4913,106 Metairie Lawn Drive,Metairie,LA,70001,106 Metairie Lawn Drive,Metairie,LA,70001,2024-06-28T04:47:00.000
143011162,"Aidco, Inc. of Chino, CA",Closed,909-627-5858,12675 Colony Court,Chino,CA,91710,12675 Colony Court,Chino,CA,91710,2024-06-28T04:47:00.000
143011164,Cointel Inc,Closed,360-435-4695,26901 15th Ave. N.E.,Arlington,WA,98223,26901 15th Ave. N.E.,Arlington,WA,98223,2024-06-28T04:47:00.000
143011166,"Howard Publications, Inc. DBA trib. com",Closed,307-266-0509,P.O. Box 80,Casper,WY,82602,P.O. Box 80,Casper,WY,82602,2024-06-28T04:47:00.000
143011170,Intellistar,Closed,407-206-0788,1100 Montana Street,Orlando,FL,32803,1100 Montana Street,Orlando,FL,32803,2024-06-28T04:47:00.000
143011171,"Midtel Cable TV, Inc.",Active,518-827-7777,103 Cliff Street,Middleburgh,NY,12122,103 Cliff Street,Middleburgh,NY,12122,2024-06-28T04:48:00.000
143011175,"SSI Network Technology, Inc.",Closed,610-280-7580,180 Gordon Drive,Exton,PA,19341,180 Gordon Drive,Exton,PA,19341,2024-06-28T04:48:00.000
143011176,Dacon Corporation T/A Source Communications,Closed,609-223-1500,527 Shadowbrook Trail,Mullica Hill,NJ,08062,527 Shadowbrook Trail,Mullica Hill,NJ,08062,2024-06-28T04:48:00.000
143011178,Central indiana Education Service Center,Closed,317-387-7116,6321 La Pas Trail,Indianapolis,IN,46268,6321 La Pas Trail,Indianapolis,IN,46268,2024-06-28T04:48:00.000
143011179,Taft Electric Company,Active,805-642-0121,1694 Eastman Ave,Ventura,CA,93003,1694 Eastman Ave,Ventura,CA,93003,2024-06-28T04:48:00.000
143011181,"Creative Interconnect,Inc.",Active,650-595-5555,555 Old County Rd.,San Carlos,CA,94070,555 Old County Rd.,San Carlos,CA,94070,2024-06-28T04:48:00.000
143011183,On-Site Computer Solutions,Closed,715-381-1548,553 Lemon Street North,Hudson,WI,54016,553 Lemon Street North,Hudson,WI,54016,2024-06-28T04:48:00.000
143011184,Dynamic Micro Systems,Closed,517-736-8687,2411 East Miller Road,Lincoln,MI,48742,2411 East Miller Road,Lincoln,MI,48742,2024-06-28T04:48:00.000
143011186,Intranet Communications Corporation,Closed,714-450-0545,18 Technology Drive,Irvine,CA,92618,18 Technology Drive,Irvine,CA,92618,2024-06-28T04:48:00.000
143011189,David B. Hunter,Closed,219-233-7116,1726 E. Madison Street,South Bend,IN,46617,1726 E. Madison Street,South Bend,IN,46617,2024-06-28T04:48:00.000
143011191,United States Cellular Corporation,Active,773-399-8992,525 Junction Rd,Madison,WI,53717,525 Junction Rd,Madison,WI,53717,2025-10-04T08:04:00.000
143011192,"Suntronix Special Systems, Inc",Closed,915-595-2545,11620 Rojas Street,El Paso,TX,79936,11620 Rojas Street,El Paso,TX,79936,2024-06-28T04:48:00.000
143011194,"Learning Station.Com, Inc.",Active,704-926-5400,8008 Corporate Center Dr,Charlotte,NC,28226,8008 Corporate Center Dr,Charlotte,NC,28226,2024-06-28T04:49:00.000
143011195,"Sun Coast Media Group, Inc dba Sunline",Closed,941-629-8256,23170 Harberview Road,Charlotte Harbor,FL,33980,23170 Harberview Road,Charlotte Harbor,FL,33980,2024-06-28T04:49:00.000
143011200,"Edge Computer Systems, Inc",Closed,540-720-0389,P.O. Box 779,Garrisonville,VA,22463,P.O. Box 779,Garrisonville,VA,22463,2024-06-28T04:49:00.000
143011203,Geneva Online Inc.,Closed,414-249-9100,P.O. Box 222,Lake Geneva,WI,53147,P.O. Box 222,Lake Geneva,WI,53147,2024-06-28T04:49:00.000
143011205,"JKG Electric, Inc.",Closed,541-746-4656,2157 Don Street,Springfield,OR,97477,2157 Don Street,Springfield,OR,97477,2024-06-28T04:49:00.000
143011206,Plumas Sierra LocalNet,Closed,530-832-7756,73233 Highway 70,Portola,CA,96122,73233 Highway 70,Portola,CA,96122,2024-06-28T04:49:00.000
143011208,"Hilconet, Inc.",Closed,830-896-4734,1500 Junction Hwy.,Kerrville,TX,78028,1500 Junction Hwy.,Kerrville,TX,78028,2024-06-28T04:49:00.000
143011210,Hi Country Wire and Telephone,Active,303-467-5500,11645 W. 62nd Place,Arvada,CO,80004,11645 W. 62nd Place,Arvada,CO,80004,2024-06-28T04:49:00.000
143011214,Scott J. Collins,Active,716-373-9829,1494 Indiana Avenue,Olean,NY,14760,1494 Indiana Avenue,Olean,NY,14760,2024-06-28T04:49:00.000
143011215,Bytesize Supplies,Closed,515-393-2657,304 Birch,Elma,IA,50628,304 Birch,Elma,IA,50628,2024-06-28T04:49:00.000
143011216,"ROI Computer Services, Inc.",Closed,610-873-0300,110 Schubert Drive,Downingtown,PA,19335,110 Schubert Drive,Downingtown,PA,19335,2024-06-28T04:50:00.000
143011217,"ESS Connect, L.L.C.",Closed,602-784-4900,64 E Broadway Road,Tempe,AZ,85282,64 E Broadway Road,Tempe,AZ,85282,2024-06-28T04:50:00.000
143011218,PRO Networks Corp.,Closed,314-349-1500,1078 Headquarters Park Dr.,Fenton,MO,63026,1078 Headquarters Park Dr.,Fenton,MO,63026,2024-06-28T04:50:00.000
143011219,"Scott  Network Services, Inc.",Closed,205-987-5889,P.O. Box 361353,Birmingham,AL,35236,P.O. Box 361353,Birmingham,AL,35236,2024-06-28T04:50:00.000
143011221,"Horizon Telephone Systems, Inc",Active,210-495-5520,12918 Flagship Drive,San Antonio,TX,78247,12918 Flagship Drive,San Antonio,TX,78247,2024-06-28T04:50:00.000
143011223,City of Seattle,Closed,206-684-0633,"720 Second Avenue,",Seattle,WA,98104,"720 Second Avenue,",Seattle,WA,98104,2024-06-28T04:50:00.000
143011224,"Micro Consultants, Inc.dba Connecting Point",Closed,501-327-1375,1155 N. Front Street,Conway,AR,72032,1155 N. Front Street,Conway,AR,72032,2024-06-28T04:50:00.000
143011225,Digital Access Co LLC,Closed,316-431-9400,321 East Main,Chanute,KS,66720,321 East Main,Chanute,KS,66720,2024-06-28T04:50:00.000
143011226,Amberwave Internet LLC.,Closed,316-792-2500,P.O. Box 1049,Great Bend,KS,67530,P.O. Box 1049,Great Bend,KS,67530,2024-06-28T04:50:00.000
143011227,"Internet Express, Inc.",Closed,309-736-8000,1518 5th Ave.,Moline,IL,61265,1518 5th Ave.,Moline,IL,61265,2024-06-28T04:50:00.000
143011228,Megsinet Inc,Closed,312-470-9015,225 W. Ohio,Chicago,IL,60610,225 W. Ohio,Chicago,IL,60610,2024-06-28T04:50:00.000
143011229,"Indiana TeleSource, Inc.",Closed,317-745-1916,4836 East Main Street,Danville,IN,46122,4836 East Main Street,Danville,IN,46122,2024-06-28T04:50:00.000
143011232,Broken Bow TV Cable,Closed,580-584-3300,P.O. Box 817,Broken Bow,OK,74728,P.O. Box 817,Broken Bow,OK,74728,2024-06-28T04:50:00.000
143011233,Access Point Inc.,Active,919-827-0443,1100 Crescent Green Dr. Ste 109,Cary,NC,27518,1100 Crescent Green Dr. Ste 109,Cary,NC,27518,2024-06-28T04:50:00.000
143011235,Bonfatti & Company Inc,Closed,508-785-1620,100 Access Rd,Norwood,MA,02062,100 Access Rd,Norwood,MA,02062,2024-06-28T04:50:00.000
143011237,Buy Rite Communications Inc,Closed,609-863-0033,70 Turner Street,Clayton,NJ,08312,70 Turner Street,Clayton,NJ,08312,2024-06-28T04:51:00.000
143011241,Kinntronics Inc.,Closed,800-431-1658,P.O. Box 518,Elmsford,NY,10523,P.O. Box 518,Elmsford,NY,10523,2024-06-28T04:51:00.000
143011242,The University of Texas at Austin,Active,512-232-2687,Office of Telecommunication Services,Austin,TX,78712,Office of Telecommunication Services,Austin,TX,78712,2024-06-28T04:51:00.000
143011244,Advanced Business Networks Inc.,Closed,847-949-2600,618 E. Hawley St.,Mundelein,IL,60060,618 E. Hawley St.,Mundelein,IL,60060,2024-06-28T04:51:00.000
143011245,Mr B's Communications,Closed,916-987-0854,131 Marble Canyon Drive,Folsom,CA,95630,131 Marble Canyon Drive,Folsom,CA,95630,2024-06-28T04:51:00.000
143011248,Micro Dynamics Group,Closed,209-292-5055,1030 E Gettysburg,Clovis,CA,93612,1030 E Gettysburg,Clovis,CA,93612,2024-06-28T04:51:00.000
143011250,"Schwegman Office Supply of Ark., Inc.",Closed,870-698-1557,P.O. Box 2353,Batesville,AR,72503,P.O. Box 2353,Batesville,AR,72503,2024-06-28T04:51:00.000
143011251,"Communication Company of South Bend, Inc.",Closed,219-299-0020,60200 South Main Street,South Bend,IN,46614,60200 South Main Street,South Bend,IN,46614,2024-06-28T04:51:00.000
143011252,Hawaii Association of Independent Schools,Closed,808-973-1534,"1585 Kapiolani Blvd, Suite 1212",Honolulu,HI,96814,"1585 Kapiolani Blvd, Suite 1212",Honolulu,HI,96814,2024-06-28T04:51:00.000
143011253,"Corr Wireless Communications, LLC",Closed,null-null,1018 Hughland Colony Parkway,Ridgeland,MS,39157,1018 Hughland Colony Parkway,Ridgeland,MS,39157,2024-06-28T04:51:00.000
143011254,CyberRamp LLC.,Closed,214-343-3333,11350 Hillguard Road,Dallas,TX,75243,11350 Hillguard Road,Dallas,TX,75243,2024-06-28T04:51:00.000
143011255,Line of Business Technologies,Closed,847-839-1400,1261 A  Wiley Road,Schaumburg,IL,60173,1261 A  Wiley Road,Schaumburg,IL,60173,2024-06-28T04:51:00.000
143011256,Computer Direct,Closed,608-546-2725,S 10810 Paulus Road,Spring Green,WI,53588,S 10810 Paulus Road,Spring Green,WI,53588,2024-06-28T04:51:00.000
143011258,Harlan Municipal Utilities,Active,712-755-5182,2412 Southwest Avenue,Harlan,IA,51537,2412 Southwest Avenue,Harlan,IA,51537,2023-09-26T10:32:00.000
143011260,The County of Riverside,Closed,909-955-3694,7195 Alessandro Blvd,Riverside,CA,92506,7195 Alessandro Blvd,Riverside,CA,92506,2024-06-28T04:52:00.000
143011261,Satellite & Technology Corporation,Closed,800-966-7786,200 South Harbor Boulevard,Melbourne,FL,32901,200 South Harbor Boulevard,Melbourne,FL,32901,2024-06-28T04:52:00.000
143011262,Wetworks,Closed,909-627-9724,4035 Schaefer Ave.,Chino,CA,91710,4035 Schaefer Ave.,Chino,CA,91710,2024-06-28T04:52:00.000
143011265,"Craft Communications, Inc.",Closed,909-273-7303,355 N. Sheridan Street,Corona,CA,91720,355 N. Sheridan Street,Corona,CA,91720,2024-06-28T04:52:00.000
143011266,Lyons Computers,Closed,205-251-5966,716 S. 32nd Street,Birmingham,AL,35233,716 S. 32nd Street,Birmingham,AL,35233,2024-06-28T04:52:00.000
143011267,Ascot Communications Corp.,Closed,516-832-8200,465 Endo Blvd,Garden City,NY,11530,465 Endo Blvd,Garden City,NY,11530,2024-06-28T04:52:00.000
143011268,"Alpha Data Services, Inc.",Closed,313-962-2233,240 East Grand River,Detroit,MI,48226,240 East Grand River,Detroit,MI,48226,2024-06-28T04:52:00.000
143011269,"I.Q. Consulting Resources, Inc",Closed,719-522-1213,6309 Wicklow Circle East,Colorado Springs,CO,80918,6309 Wicklow Circle East,Colorado Springs,CO,80918,2024-06-28T04:52:00.000
143011270,"Audax Communications, Inc.",Closed,650-589-8700,100 Produce Avenue,South San Francisco,CA,94080,100 Produce Avenue,South San Francisco,CA,94080,2024-06-28T04:52:00.000
143011277,Big D Enterprises,Closed,713-723-6287,P.O. Box 31457,Houston,TX,77231,P.O. Box 31457,Houston,TX,77231,2024-06-28T04:52:00.000
143011279,Internet Avenue,Closed,408-727-0777,"1800 Wyatt Drive,",Santa Clara,CA,95054,"1800 Wyatt Drive,",Santa Clara,CA,95054,2024-06-28T04:53:00.000
143011282,Affordable Computers,Closed,219-288-1999,3702 W Sample St,South Bend,IN,46619,3702 W Sample St,South Bend,IN,46619,2024-06-28T04:53:00.000
143011284,Rod's Electric,Closed,207-282-5398,2 Harold Ave.,Biddeford,ME,04005,2 Harold Ave.,Biddeford,ME,04005,2024-06-28T04:53:00.000
143011287,Magenta Computer Center,Closed,714-968-6019,10661 Ellis Ave. #K,Fountain Valley,CA,92708,10661 Ellis Ave. #K,Fountain Valley,CA,92708,2024-06-28T04:53:00.000
143011289,Pace Energy Management,Closed,805-483-8053,P.O. Box 1562,Oxnard,CA,93032,P.O. Box 1562,Oxnard,CA,93032,2024-06-28T04:53:00.000
143011290,Orion Development Inc,Closed,208-321-8000,8880 West Barnes Street,Boise,ID,83709,8880 West Barnes Street,Boise,ID,83709,2024-06-28T04:53:00.000
143011291,Computerland of Albany,Closed,518-452-3700,1762 Central Avenue,Albany,NY,12205,1762 Central Avenue,Albany,NY,12205,2024-06-28T04:53:00.000
